Artist and Title,Wks,T10,Pk,(x?),PkStreams,Total
Nicki Minaj - Last Time I Saw You,1,,162,,8495692,8495692
Zach Bryan - Ticking,1,,161,,8484379,8484379
BeyoncÃ© - II HANDS II HEAVEN,1,,192,,8482086,8482086
4 Non Blondes - What's Up?,1,,182,,8481338,8481338
"Bebe Rexha - Baby, I'm Jealous",2,,109,,6395335,8480760
Natanzinho Lima - Uma e Quinze da ManhÃ£,1,,190,,8477256,8477256
Chappell Roan - Femininomenon,1,,198,,8467671,8467671
USHER - My Boo,1,,200,,8464651,8464651
Future - Rent Money,2,,84,,5312095,8461157
Harry Styles - Two Ghosts,2,,106,,5236354,8457451
Juice WRLD - Anxiety - Intro,1,,78,,8449557,8449557
"Tyler, The Creator - PUPPET",1,,69,,8447558,8447558
Pop Smoke - 44 BullDog,1,,63,,8443771,8443771
KITSCHKRIEG - Standard,2,,183,,4266286,8440805
Joji - Before The Day Is Over,1,,122,,8440433,8440433
Summer Walker - No Love,1,,63,,8425122,8425122
Lola Young - One Thing,1,,172,,8423780,8423780
Metallica - Enter Sandman - Remastered 2021,1,,191,,8423720,8423720
"Halsey - I am not a woman, I'm a god",1,,90,,8420550,8420550
Broiler - Wild Eyes,8,,147,,1172292,8414986
Faris Adam - Stecu,1,,184,,8411965,8411965
Gorillaz - Humility,2,,167,,4295985,8411150
RAF Camora - All Night,1,,147,,8399563,8399563
BTS - Skit,1,,78,,8392247,8392247
Drake - DOG HOUSE,1,,178,,8388824,8388824
Lil Uzi Vert - Yessirskiii,1,,68,,8374259,8374259
Mac Miller - The Spins,1,,196,,8356373,8356373
Drake - Landed,1,,67,,8355036,8355036
Taylor Swift - Daylight,1,,65,,8345321,8345321
Drake - Liability,1,,96,,8342655,8342655
Zacari - Redemption,2,,153,,4581693,8341150
Eminem - Never Love Again,1,,90,,8335790,8335790
System Of A Down - Chop Suey!,1,,198,,8330254,8330254
Mac Miller - Woods,1,,91,,8329349,8329349
Jimin - Alone,1,,158,,8326119,8326119
BTS - Inner Child,1,,79,,8312399,8312399
Gordo - Sideways,1,,200,,8307746,8307746
Darshan Raval - Mahiye Jinna Sohna,1,,161,,8305605,8305605
Drake - When To Say When,1,,68,,8304928,8304928
T-Pain - Up Down (Do This All Day),1,,180,,8301794,8301794
Bing Crosby - Do You Hear What I Hear? - Remastered 2006,2,,161,,7149158,8300388
Lil Wayne - Open Letter,1,,68,,8298060,8298060
J. Cole - Lion King On Ice,1,,82,,8293983,8293983
Drake - Deep Pockets,1,,70,,8285754,8285754
Ed Sheeran - 1000 Nights,1,,71,,8285363,8285363
"Metro Boomin - Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )",1,,173,,8284432,8284432
Justin Bieber - SPEED DEMON,1,,183,,8283468,8283468
Eminem - Farewell,1,,94,,8277608,8277608
Coldplay - Clocks,1,,199,,8269276,8269276
Lil Nas X - ONE OF ME,1,,80,,8266667,8266667
ROSALÃA - Magnolias,1,,194,,8263552,8263552
One Direction - Wolves,3,,69,,4423492,8262233
Bruno Mars - Blast Off,1,,94,,8257659,8257659
Lazza - 100 MESSAGGI,1,,197,,8249034,8249034
21 Savage - Slidin,1,,77,,8243488,8243488
Halsey - So Good,1,,95,,8234388,8234388
Juice WRLD - Face 2 Face,1,,151,,8231904,8231904
Lynyrd Skynyrd - Sweet Home Alabama,2,,197,,7978559,8231846
Rihanna - What Now,7,,41,,1239617,8229091
Billie Eilish - Male Fantasy,1,,87,,8225238,8225238
MoTrip - So wie du bist,6,,141,,1643668,8223783
Lil Uzi Vert - Chrome Heart Tags,1,,93,,8219307,8219307
"Tyler, The Creator - MASSA",1,,82,,8218423,8218423
Kanii - I Know - PR1SVX Edit,1,,138,,8215531,8215531
Aitana - TELÃFONO,2,,141,,4436815,8209847
Lil Baby - California Breeze,1,,101,,8207979,8207979
Lil Nas X - LOST IN THE CITADEL,1,,84,,8200216,8200216
Stray Kids - CASE 143,1,,95,,8198221,8198221
Danny Ocean - Priti,1,,189,,8197142,8197142
Arctic Monkeys - Four Out Of Five,1,,55,,8195898,8195898
Tito Double P - DEMBOW BÃLICO,1,,169,,8191014,8191014
Lean Trap - La Modelo,2,,166,,4193036,8189882
Lil Nas X - Late To Da Party,1,,86,,8186777,8186777
Morgan Wallen - â98 Braves,1,,155,,8184311,8184311
David Guetta - Light My Body Up,2,,119,,4874471,8184084
Charli xcx - Chains of Love,1,,190,,8182365,8182365
Becky G - Lovin' So Hard,9,,160,,1429954,8176493
Travis Scott - COFFEE BEAN,1,,67,,8175977,8175977
Mac Miller - Everybody,1,,98,,8172098,8172098
Panic! At The Disco - Emperor's New Clothes,4,,104,,2482663,8171133
Ed Sheeran - Old Phone,1,,190,,8169382,8169382
XXXTENTACION - difference (interlude),1,,76,,8156430,8156430
Red Hot Chili Peppers - Scar Tissue,1,,194,,8152368,8152368
Natanael Cano - Pacas De Billetes,1,,169,,8151755,8151755
SofÃ­a Reyes - Muevelo,5,,104,,1773523,8145160
BLOK3 - git,1,,184,,8144342,8144342
Rae Sremmurd - Look Alive,4,,165,,2140271,8139630
Dua Lipa - Cool,1,,70,,8136247,8136247
Poo Bear - Hard 2 Face Reality,2,,161,,4312328,8135136
Drake - 6 Man,5,,76,,2690037,8132490
WIU - CoraÃ§Ã£o de Gelo,1,,160,,8118583,8118583
SZA - Scorsese Baby Daddy,1,,190,,8117044,8117044
Justin Bieber - Second Emotion,1,,79,,8109572,8109572
LANY - Thru These Tears,2,,179,,4096656,8094095
Dua Lipa - Future Nostalgia,1,,71,,8091754,8091754
BeyoncÃ© - HEATED,1,,93,,8082666,8082666
Harry Styles - Fine Line,1,,87,,8074919,8074919
Junior H - $AD BOYZ II,1,,188,,8071523,8071523
Brent Faiyaz - Clouded,1,,175,,8070143,8070143
Dillon Francis - Get Low,8,,131,,1473774,8067025
Mora - DOMINGO DE BOTE,1,,135,,8058820,8058820
fitterkarma - Pag-Ibig ay Kanibalismo II,1,,200,,8057944,8057944
21 Savage - Rap Saved Me,2,,130,,4685789,8051466
KALUSH - Stefania (Kalush Orchestra),1,,109,,8051373,8051373
Social House - Magic In The Hamptons,2,,182,,4096102,8044630
Drake - Evil Ways,1,,185,,8036751,8036751
Eminem - Alfred - Interlude,1,,100,,8030151,8030151
Eminem - Like Home,1,,60,,8028606,8028606
Ed Sheeran - A Little More,1,,199,,8026063,8026063
Duke Dumont - Ocean Drive,5,,191,,1750155,8008110
Tainy - LA BABY,1,,189,,8007740,8007740
Emir Can Ä°Ärek - Ali Cabbar,1,,190,,7993947,7993947
Ty Dolla $ign - Pineapple,2,,155,,4218652,7988810
Lady Gaga - A-YO,2,,62,,5113914,7987812
Lil Pump - Designer,2,,166,,4091086,7987035
George Ezra - Blame It on Me,8,,163,,1199980,7984838
"Tyler, The Creator - GONE, GONE / THANK YOU",1,,74,,7982613,7982613
"Tyler, The Creator - Who Dat Boy",2,,110,,4818636,7973987
Rels B - lo que hay x aquÃ­,1,,171,,7972485,7972485
Twenty One Pilots - The Contract,1,,194,,7946457,7946457
Red Hot Chili Peppers - Black Summer,1,,79,,7943927,7943927
Juice WRLD - You Wouldn't Understand,1,,99,,7941774,7941774
Baby Keem - durag activity,1,,72,,7939784,7939784
Gorillaz - Andromeda,2,,136,,4468939,7936309
Shawn Mendes - Teach Me How To Love,1,,104,,7932101,7932101
Offset - Danger (Spider) (Offset & JID),1,,190,,7930057,7930057
Anuel AA - Mercedes Tintia,1,,98,,7925257,7925257
Sebastian Yatra - No Hay Nadie MÃ¡s,2,,190,,4108636,7921466
Drake - I'm The Plug,4,,109,,2237486,7918226
"Tyler, The Creator - RUNITUP",1,,85,,7917707,7917707
Miley Cyrus - Thousand Miles,1,,173,,7916474,7916474
Lil Skies - Lust,2,,194,,3968042,7915755
beabadoobee - Glue Song,1,,165,,7914985,7914985
Logic - Black SpiderMan,2,,124,,4424211,7914425
Eminem - Little Engine,1,,102,,7913461,7913461
BeyoncÃ© - MOVE,1,,96,,7910936,7910936
Capital Bra - Der Bratan bleibt der gleiche,1,,71,,7909105,7909105
Lady Gaga - Fun Tonight,1,,74,,7907329,7907329
21 Savage - Numb,2,,119,,4241095,7905627
Miley Cyrus - Younger Now,2,,121,,4464559,7903150
Juice WRLD - Sometimes,1,,77,,7902249,7902249
ZÃ© Neto & Cristiano - Oi Balde - Ao Vivo,1,,193,,7900591,7900591
DJ Khaled - Gold Slugs,4,,101,,2287523,7899328
Ed Sheeran - Way To Break My Heart,1,,83,,7898725,7898725
Aqua - Barbie Girl,1,,178,,7898145,7898145
Sido - Astronaut,5,,156,,1640455,7895246
Taylor Swift - Girl At Home (Taylor's Version),1,,105,,7886677,7886677
KIDS SEE GHOSTS - Kids See Ghosts,1,,59,,7882877,7882877
Kanye West - Tell The Vision,1,,101,,7880253,7880253
Skrillex - Rumble,1,,142,,7879026,7879026
Bing Crosby - Mele Kalikimaka - Single Version,1,,168,,7875601,7875601
RM - Wild Flower,1,,167,,7875317,7875317
MÃ¥neskin - HONEY (ARE U COMING?),1,,191,,7873324,7873324
Drake - OmertÃ,1,,68,,7854354,7854354
Taylor Swift - Fifteen (Taylorâs Version),1,,80,,7852063,7852063
BTS - Moon,1,,84,,7850129,7850129
Colde - Don't ever say love me,1,,184,,7843513,7843513
Trippie Redd - Matt Hardy 999,1,,78,,7839828,7839828
Peso Pluma - CARNAL,1,,195,,7839292,7839292
Gunna - P power,1,,81,,7834981,7834981
Eminem - Remind Me,1,,61,,7834978,7834978
Stray Kids - MEGAVERSE,1,,191,,7834823,7834823
Lil Uzi Vert - Bust Me,1,,102,,7828045,7828045
Future - KEEP IT BURNIN,1,,85,,7826467,7826467
Drake - War,1,,73,,7821869,7821869
Future - I'M DAT N****,1,,86,,7821685,7821685
Bizarrap - Anuel AA: Bzrp Music Session: Vol. 46,1,,78,,7812734,7812734
Ariana Grande - successful,1,,60,,7806439,7806439
Zach Bryan - Boys Of Faith,1,,193,,7804790,7804790
Harry Styles - Treat People With Kindness,1,,89,,7800929,7800929
Zach Bryan - Holy Roller,1,,200,,7798822,7798822
DJ Jeeh FDC - Puta Mexicana,1,,156,,7797383,7797383
Fall Out Boy - Fourth Of July,4,,78,,2434068,7786705
Eminem - Guts Over Fear,7,,107,,1308230,7784983
Taylor Swift - Itâs Nice To Have A Friend,1,,73,,7780158,7780158
KIDS SEE GHOSTS - Cudi Montage,1,,65,,7762996,7762996
Bryson Tiller - Outta Time,1,,84,,7762934,7762934
KAROL G - BESTIES,1,,177,,7758914,7758914
BeyoncÃ© - THIQUE,1,,102,,7756552,7756552
Young Stoner Life - Ski,1,,72,,7753784,7753784
13 OrganisÃ© - Bande organisÃ©e,2,,135,,5706019,7748376
Taylor Swift - The Way I Loved You (Taylorâs Version),1,,84,,7736262,7736262
Kygo - ID - Ultra Music Festival Anthem,4,,73,,2664023,7734674
Lady Gaga - Sine From Above,1,,75,,7734309,7734309
Post Malone - Love/Hate Letter To Alcohol,1,,115,,7726444,7726444
Manu - Daqui pra Sempre,1,,198,,7719445,7719445
Grupo Menos Ã Mais - Lapada Dela - Ao Vivo,1,,199,,7715648,7715648
Ed Sheeran - I Don't Want Your Money,1,,86,,7714728,7714728
DJ Khaled - BEAUTIFUL,1,,114,,7712185,7712185
Axwell /\ Ingrosso - Something New,6,,98,,1780139,7700600
Madame - IL BENE NEL MALE,1,,176,,7698924,7698924
Lady Gaga - Enigma,1,,77,,7695566,7695566
Brenda Lee - Rockin' Around the Christmas Tree - Rerecorded Version,4,,126,,2353444,7693276
JACKBOYS - GATTI,1,,72,,7685470,7685470
Logic - Perfect,1,,99,,7684575,7684575
Morgan Wallen - Born With A Beer In My Hand,1,,191,,7681788,7681788
Bruno Mars - Fly As Me,1,,109,,7680840,7680840
Agust D - AMYGDALA,1,,190,,7679535,7679535
"Rihanna - Yeah, I Said It",4,,143,,2155254,7678774
Foudeqush - Con La Brisa,1,,138,,7661391,7661391
KAI - Rover,1,,190,,7660347,7660347
Kid Cudi - Mr. Solo Dolo III,1,,126,,7655623,7655623
Lorde - Mood Ring,1,,81,,7651593,7651593
Stormzy - Big For Your Boots,2,,130,,4204004,7648950
KAROL G - MAÃANA SERÃ BONITO,1,,183,,7638061,7638061
Lil Nas X - AM I DREAMING,1,,94,,7632690,7632690
The Weeknd - Phantom Regret by Jim,1,,92,,7629008,7629008
CNCO - Mamita,2,,184,,3875043,7625846
Trippie Redd - KNIGHT CRAWLER,1,,164,,7610829,7610829
RM - Still Life,1,,182,,7599733,7599733
Thomas Jack - Rivers,6,,155,,1569736,7595048
Dreamville - Under The Sun,1,,81,,7594957,7594957
Morgan Wallen - Devil Donât Know,1,,200,,7587589,7587589
Logic - Flexicution,3,,109,,3106317,7570378
J Balvin - Rosa,1,,87,,7564893,7564893
Kendrick Lamar - untitled 03 | 05.28.2013.,2,,48,,5450689,7564447
Romeo Santos - El PaÃ±uelo,1,,120,,7547399,7547399
BTS - Best Of Me,2,,161,,3780642,7537795
Shawn Mendes - The Christmas Song (Shawn Mendes & Camila Cabello),1,,140,,7536851,7536851
Selena Gomez - Vulnerable,1,,87,,7531094,7531094
Bruno Mars - After Last Night,1,,113,,7528601,7528601
Kid Cudi - Dive,1,,129,,7524738,7524738
Young Stoner Life - Diamonds Dancing,1,,75,,7515766,7515766
J Balvin - Gris,1,,88,,7514854,7514854
Joji - NIGHT RIDER,1,,160,,7505979,7505979
Sia - Bird Set Free,4,,145,,1946984,7493238
Justin Bieber - Running Over,1,,85,,7493188,7493188
Tate McRae - chaotic,1,,83,,7491085,7491085
Lady Gaga - Replay,1,,79,,7479618,7479618
Lana Del Rey - Did you know that there's a tunnel under Ocean Blvd,1,,198,,7477577,7477577
J. Cole - The Climb Back,1,,104,,7476840,7476840
Ed Sheeran - Tides,1,,84,,7476184,7476184
Justin Bieber - Available,1,,86,,7473249,7473249
Lana Del Rey - Watercolor Eyes,1,,90,,7473187,7473187
KAROL G - GUCCI LOS PAÃOS,1,,195,,7470526,7470526
Oliver Heldens - Gecko (Overdrive),7,,124,,1157141,7470360
Bebe Rexha - I Can't Stop Drinking About You,7,,136,,1270880,7469510
Frank Ocean - Nikes,3,,128,,3015753,7464712
Post Malone - Only Wanna Be With You - PokÃ©mon 25 Version,1,,74,,7464020,7464020
Lady Gaga - Plastic Doll,1,,80,,7451452,7451452
BTS - Butter (Instrumental),1,,95,,7450126,7450126
Big Sean - Sacrifices,2,,111,,4476137,7447843
Coldplay - Paradise,7,,173,,1748001,7442276
Khalid - Vertigo,1,,81,,7437136,7437136
Polo G - Distraction,1,,121,,7434823,7434823
Bryson Tiller - Run Me Dry,2,,136,,4205210,7433457
Ariana Grande - better off,1,,68,,7427563,7427563
Harry Styles - Canyon Moon,1,,97,,7426859,7426859
TOMORROW X TOGETHER - Tinnitus (Wanna be a rock),1,,174,,7418350,7418350
Drake - Plastic Bag,4,,112,,2212114,7412670
Lil Baby - Live Off My Closet,1,,106,,7410327,7410327
Kanye West - Ok Ok pt 2,1,,108,,7405936,7405936
Logic - Indica Badu,1,,62,,7396106,7396106
Selena Gomez - Dance Again,1,,90,,7394604,7394604
Gorillaz - Ascension,2,,160,,3736315,7387923
Taylor Swift - Hey Stephen (Taylorâs Version),1,,93,,7385864,7385864
Gunna - thought i was playing,1,,94,,7379453,7379453
Crush - Rush Hour (Feat. j-hope of BTS),1,,126,,7371962,7371962
Pop Smoke - Woo Baby,1,,87,,7371935,7371935
Belly - Better Believe,1,,89,,7365053,7365053
Juice WRLD - Doom,1,,109,,7344017,7344017
BeyoncÃ© - PURE/HONEY,1,,114,,7332854,7332854
Lil Baby - Hats Off,1,,97,,7324233,7324233
Ariana Grande - blazed,1,,70,,7323300,7323300
Panic! At The Disco - Victorious,4,,129,,2204294,7314944
Ninho - Jefe,1,,115,,7311595,7311595
Pop Smoke - Creature,1,,88,,7308690,7308690
Liam Payne - Naughty List,1,,150,,7299201,7299201
Joji - 1AM FREESTYLE,1,,172,,7292343,7292343
Future - Drankin N Smokin,1,,95,,7292247,7292247
mgk - make up sex,1,,91,,7289760,7289760
Joji - Dissolve,1,,173,,7287570,7287570
Sfera Ebbasta - Baby,1,,105,,7276896,7276896
Khalid - Bad Luck,1,,93,,7273393,7273393
Metro Boomin - Overdue,1,,84,,7248863,7248863
Lil Pump - Racks on Racks,1,,79,,7242298,7242298
Lil Wayne - Problems,1,,79,,7240428,7240428
Gemitaiz - Veleno 7,1,,80,,7235843,7235843
ZHU - Faded,6,,108,,1331320,7218893
Drake - From Florida With Love,1,,84,,7216610,7216610
Don Toliver - Flocky Flocky,1,,88,,7214677,7214677
Armin van Buuren - This Is What It Feels Like,6,,36,,1285736,7203255
Migos - Call Casting,2,,116,,4229417,7199331
Lauv - Fake,2,,162,,5010179,7195783
Juice WRLD - Not Enough,1,,114,,7193326,7193326
Lil Nas X - DONT WANT IT,1,,104,,7187013,7187013
Jack Black - Peaches (from The Super Mario Bros. Movie),1,,195,,7180218,7180218
Drake - Madonna,4,,67,,2825034,7178893
Mariah Carey - Oh Santa!,1,,160,,7170169,7170169
"Tyler, The Creator - 911 / Mr. Lonely",2,,162,,3653538,7163375
Rihanna - Sex With Me,3,,157,,2451725,7162936
Billie Eilish - OverHeated,1,,106,,7162393,7162393
Gabriel Rios - Gold - Thomas Jack Radio Edit,7,,147,,1103182,7152400
Tame Impala - Breathe Deeper,1,,96,,7142364,7142364
Lady Gaga - Chromatica II,1,,87,,7136521,7136521
ZAYN - sHe,2,,53,,4776987,7132990
Eminem - Bad Husband,1,,74,,7127136,7127136
Grupo Frontera - No Se Va,1,,138,,7119823,7119823
Kid Cudi - Heaven On Earth,1,,139,,7117347,7117347
Eminem - I Will,1,,113,,7115414,7115414
Pop Smoke - Yea Yea,1,,95,,7112419,7112419
Samra - Huracan,1,,82,,7109307,7109307
Fuerza Regida - Billete Grande (En Vivo),1,,182,,7106221,7106221
Kodak Black - MoshPit,1,,97,,7102756,7102756
Taylor Swift - State Of Grace (Acoustic Version) (Taylor's Version),1,,127,,7101663,7101663
Meek Mill - On Me,1,,99,,7078482,7078482
DaBaby - PICK UP,1,,78,,7065060,7065060
ABBA - I Still Have Faith In You,1,,118,,7059474,7059474
Bad Bunny - SI ELLA SALE,1,,83,,7055918,7055918
Lil Uzi Vert - Secure The Bag,1,,122,,7053947,7053947
Halsey - Still Learning,1,,115,,7050815,7050815
The Weeknd - Reminder - Remix,2,,132,,3938878,7049037
The Script - Hall of Fame,7,,152,,1030303,7043992
Of Monsters and Men - Little Talks,7,,155,,1025194,7039492
Taylor Swift - White Horse (Taylorâs Version),1,,102,,7039222,7039222
Pitbull - El Taxi - Original Version,6,,158,,1515654,7029555
Rihanna - Born Again,1,,173,,7020422,7020422
Steve Aoki - All Night,2,,178,,3552079,7014586
Quavo - FLIP THE SWITCH,1,,80,,7013195,7013195
Ariana Grande - get well soon,1,,77,,7012183,7012183
Lady Gaga - Babylon,1,,91,,6996402,6996402
Polo G - Black Hearted,1,,106,,6989528,6989528
"Tyler, The Creator - MANIFESTO",1,,108,,6988886,6988886
Arctic Monkeys - Star Treatment,1,,74,,6975933,6975933
CRO - Bye Bye,6,,148,,1595004,6969679
Mac Miller - Surf,1,,118,,6960699,6960699
Eladio Carrion - Mbappe,1,,171,,6953566,6953566
OMAH LAY - Attention,1,,104,,6948004,6948004
Charlie Charles - Peace & Love,1,,78,,6947126,6947126
Migos - Supastars,1,,81,,6939524,6939524
Joji - Ew,1,,97,,6936305,6936305
Barbara Pravi - VoilÃ,1,,106,,6935400,6935400
DJ Khaled - GOD DID,1,,141,,6933872,6933872
Lil Baby - Right On,1,,103,,6931213,6931213
Playboi Carti - Slay3r,1,,114,,6912271,6912271
Lil Uzi Vert - Erase Your Social,3,,180,,2343728,6909600
Drake - Losses,1,,89,,6894756,6894756
Bing Crosby - It's Beginning To Look Like Christmas,1,,134,,6892613,6892613
Tyga - VACATION,1,,83,,6883487,6883487
Rogerinho - Botadinha Saliente,1,,105,,6882424,6882424
J Balvin - UN PESO,1,,95,,6882345,6882345
Gucci Mane - Met Gala,2,,153,,3723260,6881916
One Direction - Hey Angel,2,,60,,4790374,6881154
Panic! At The Disco - Bohemian Rhapsody,3,,158,,2372526,6879955
Outkast - Hey Ya! - Radio Mix / Club Mix,15,,185,,910224,6873744
Mac Miller - Ladders,1,,82,,6867828,6867828
Kid Cudi - Sad People,1,,147,,6865689,6865689
Justin Bieber - Changes,1,,103,,6865229,6865229
My Chemical Romance - The Foundations of Decay,1,,140,,6859683,6859683
BTS - Outro : Ego,1,,104,,6857808,6857808
Morgan Wallen - Don't Think Jesus,1,,96,,6847002,6847002
Lil Wayne - Hittas,1,,89,,6844426,6844426
t-low - We Made It,1,,99,,6841626,6841626
Bruno Mars - Put On A Smile,1,,136,,6830572,6830572
Juice WRLD - Go Hard,1,,133,,6828669,6828669
KALEO - Way Down We Go,2,,167,,3541708,6823000
DJ Khaled - Higher,1,,103,,6818858,6818858
Nimo - KEIN SCHLAF,1,,114,,6818219,6818219
Charlie Puth - That's Hilarious,1,,112,,6805417,6805417
Billie Eilish - Everybody Dies,1,,116,,6805256,6805256
Dua Lipa - Good In Bed,1,,92,,6802068,6802068
"Maroon 5 - Moves Like Jagger - Studio Recording From ""The Voice"" Performance",7,,171,,1173134,6798768
Anitta - Boys Don't Cry,1,,107,,6788708,6788708
A$AP Rocky - Electric Body,5,,76,,1924489,6778112
Trippie Redd - Rich MF,1,,105,,6767904,6767904
Kid Cudi - Damaged,1,,152,,6763705,6763705
Kendrick Lamar - untitled 07 | 2014 - 2016,2,,50,,4827151,6762076
Irama - Ovunque Sarai,1,,112,,6758439,6758439
Logic - Wassup,1,,76,,6744472,6744472
Mora - CALENTÃN,1,,199,,6741876,6741876
Tory Lanez - Jerry Sprunger,1,,85,,6740180,6740180
Big Sean - Pull Up N Wreck (With Metro Boomin),2,,196,,3416819,6734288
Brent Faiyaz - Wasting Time ( feat. Drake ),1,,101,,6731106,6731106
A Boogie Wit da Hoodie - Reply,1,,86,,6725748,6725748
22 Savage - The Race,2,,181,,3439389,6723325
MC K.K - Agudo MÃ¡gico 3,1,,199,,6713237,6713237
Bonez MC - Big Body Benz,1,,86,,6707101,6707101
DeJ Loaf - Back Up,4,,178,,1744756,6694145
Selena Gomez - Ring,1,,107,,6693229,6693229
John Mayer - Love on the Weekend,2,,111,,3613835,6687735
Samra - Harami,1,,102,,6683836,6683836
Juice WRLD - Juice WRLD Speaks From Heaven - Outro,1,,112,,6682917,6682917
Eminem - From The D 2 The LBC,1,,135,,6667661,6667661
Nicki Minaj - Black Barbies,2,,135,,3558052,6667289
Demi Lovato - Anyone,1,,103,,6665963,6665963
Logic - Confessions of a Dangerous Mind,1,,97,,6662540,6662540
Ed Sheeran - Shape of You - Stormzy Remix,2,,161,,3579242,6660641
Taylor Swift - Ronan (Taylor's Version),1,,146,,6657410,6657410
BTS - Interlude : Shadow,1,,109,,6655856,6655856
The Weeknd - Blinding Lights,1,,138,,6653913,6653913
J Balvin - Negro,1,,103,,6651425,6651425
Nicki Minaj - Bussin,1,,122,,6644680,6644680
KSI - Lose,1,,107,,6643667,6643667
BeyoncÃ© - ALL UP IN YOUR MIND,1,,148,,6643351,6643351
Gunna - COOLER THAN A BITCH,1,,83,,6642144,6642144
"Juice WRLD - The Man, The Myth, The Legend - Interlude",1,,113,,6640728,6640728
Lady Gaga - Chromatica I,1,,93,,6630385,6630385
Twenty One Pilots - Saturday,1,,118,,6628638,6628638
Metro Boomin - No More,1,,97,,6624824,6624824
Kanye West - Junya pt 2,1,,127,,6621001,6621001
Pop Smoke - Enjoy Yourself,1,,100,,6620040,6620040
Baby Keem - range brothers,1,,114,,6609971,6609971
NAV - Some Way,2,,171,,3340411,6603987
BeyoncÃ© - AMERICA HAS A PROBLEM,1,,152,,6596631,6596631
Don Toliver - Cardigan,1,,104,,6586204,6586204
Jessie Ware - Say You Love Me,6,,111,,1354253,6585624
Khalid - Right Back,1,,106,,6578507,6578507
Miley Cyrus - Adore You,5,,48,,1455411,6570662
Billie Eilish - Not My Responsibility,1,,120,,6570289,6570289
Shirin David - ON OFF,1,,102,,6568819,6568819
Lil Uzi Vert - Seven Million,3,,187,,2219570,6567486
Taylor Swift - Forever & Always (Taylorâs Version),1,,114,,6566059,6566059
blink-182 - EDGING,1,,169,,6565993,6565993
Nicki Minaj - Yikes,1,,105,,6561188,6561188
CORPSE - HOT DEMON B!TCHES NEAR U ! ! !,1,,135,,6548822,6548822
Lil Baby - Commercial,1,,123,,6540577,6540577
David Bowie - Heroes - 1999 Remastered Version,2,,55,,4267547,6528594
"Tyler, The Creator - ARE WE STILL FRIENDS?",1,,110,,6525455,6525455
Lost Frequencies - What Is Love 2016,3,,196,,2225448,6525407
Martin Solveig - Intoxicated,6,,109,,1425715,6521392
Justin Bieber - Confirmation,1,,116,,6520106,6520106
Migos - White Sand,1,,92,,6513207,6513207
Lil Wayne - Open Safe,1,,98,,6511628,6511628
The Weeknd - In Your Eyes,1,,90,,6511008,6511008
Logic - Yuck,1,,78,,6510396,6510396
Taylor Swift - Breathe,1,,119,,6508683,6508683
mgk - ay!,1,,114,,6506771,6506771
Maria Becerra - AUTOMÃTICO,1,,170,,6505135,6505135
Avicii - Pure Grinding,4,,149,,1757176,6488469
Selena Gomez - Crowded Room,1,,111,,6483001,6483001
BeyoncÃ© - Partition,6,,148,,1139901,6469738
Mac Miller - That's On Me,1,,139,,6462701,6462701
One Direction - Long Way Down,2,,72,,4372875,6457112
Ariana Grande - borderline,1,,91,,6455372,6455372
"Tyler, The Creator - I DON'T LOVE YOU ANYMORE",1,,115,,6446838,6446838
XXXTENTACION - $$$ - with Matt Ox,1,,87,,6443057,6443057
John Mayer - Last Train Home,1,,117,,6439718,6439718
Selena Gomez - DÃ¡melo Toâ,1,,109,,6426522,6426522
Nick Jonas - Chains,6,,129,,1615739,6423444
Meek Mill - Uptown Vibes,1,,120,,6416037,6416037
Maroon 5 - Lost,1,,124,,6410263,6410263
Halsey - Eyes Closed,2,,186,,3263100,6408773
Ariana Grande - Just Look Up (From Donât Look Up),1,,142,,6403701,6403701
Jack Harlow - SUVs (Black on Black),1,,113,,6397644,6397644
Arctic Monkeys - I Ainât Quite Where I Think I Am,1,,197,,6395032,6395032
Morat - Salir Con Vida,1,,193,,6387829,6387829
Marracash - â LOVE,1,,135,,6385187,6385187
Gunna - WUNNA,1,,92,,6384306,6384306
Eminem - Tragic Endings,1,,92,,6377224,6377224
Apache 207 - Boot,1,,86,,6375562,6375562
BTS - Respect,1,,120,,6373954,6373954
Liam Payne - All I Want (For Christmas),1,,157,,6368370,6368370
One Direction - 18,4,,63,,2387759,6363369
Kygo - Love Me Now,1,,113,,6362152,6362152
21 Savage - can't leave without it,1,,141,,6359713,6359713
Taylor Swift - Carolina,1,,152,,6358669,6358669
Ski Mask The Slump God - Foot Fungus,1,,123,,6357139,6357139
Future - LOVE YOU BETTER,1,,131,,6352444,6352444
Samra - COLT,1,,134,,6342388,6342388
Luciano - Mios mit Bars,1,,122,,6341141,6341141
Metro Boomin - Dreamcatcher,1,,105,,6331627,6331627
Kalazh44 - Royal Rumble,1,,105,,6327655,6327655
mgk - love race,1,,113,,6325080,6325080
Bruno Mars - Chunky,2,,100,,3964340,6324907
"Kodak Black - If I'm Lyin, I'm Flyin",1,,104,,6324281,6324281
Migos - Avalanche,1,,128,,6323268,6323268
One Direction - Walking in the Wind,2,,74,,4254368,6319436
$NOT - Doja,1,,125,,6311640,6311640
Lil Wayne - Took His Time,1,,105,,6302597,6302597
Arctic Monkeys - One Point Perspective,1,,91,,6301161,6301161
TiÃ«sto - Hot In It,1,,150,,6299914,6299914
